CLIENTE,MRR_12M,CD_CLIENTE,QTD_CONTRATACOES_12M,VLR_CONTRATACOES_12M
TFDPR6,461.867579,TFDPR6,1.0,62.9990065156455
TFEBMS,364.554307,TFEBMS,1.0,3378.74946688868
TFDOAK,717.784715,TFDOAK,,
TFDBPH,236.542646,TFDBPH,2.0,7975.07895867742
TFDPFK,47.25079,TFDPFK,,
TFDIO4,113.272558,TFDIO4,7.0,6519.61525689888
TFDOKV,255.832207,TFDOKV,,
TFDIHS,506.386957,TFDIHS,,
TFDO61,348.794894,TFDO61,,
TFDTMG,442.628346,TFDTMG,2.0,12797.2144451266
TFDSJE,36.317582,TFDSJE,1.0,199.443605106217
TFDHUG,94.814122,TFDHUG,,
TFDSHI,33.44436,TFDSHI,1.0,36.4558510946002
TFDCWN,52.183936,TFDCWN,,
TFDMAZ,240.296205,TFDMAZ,,
TFDVIC,50.137304,TFDVIC,3.0,3782.51735550527
TFDQFU,106.484353,TFDQFU,,
TFDF16,1515.650009,TFDF16,,
TFDBJR,413.966605,TFDBJR,,
TFDOW2,33.471306,TFDOW2,,
TFDJA1,1205.356408,TFDJA1,,
TFDVIT,46.699249,TFDVIT,,
TFCRVL,34.337688,TFCRVL,,
TFDFJK,693.488129,TFDFJK,3.0,18206.4984862958
TFDJOP,56.178438,TFDJOP,2.0,182.258236186161
TFDVA9,528.450094,TFDVA9,1.0,552.008510981544
TFDUQ0,841.718742,TFDUQ0,1.0,4697.04971046674
TFCXK2,1010.689586,TFCXK2,,
TFDOPJ,323.143077,TFDOPJ,,
TFDJC6,110.803655,TFDJC6,,
TFDTSC,3.022573,TFDTSC,2.0,76.1402646477627
TFDNSO,531.964249,TFDNSO,5.0,16895.6348664016
TFDVM1,621.245559,TFDVM1,2.0,47388.1923727439
TFEBZ2,274.011101,TFEBZ2,2.0,26045.8811329941
TFDUKI,97.251615,TFDUKI,1.0,248.64555174035
TFDHUE,94.814122,TFDHUE,,
TFDOY7,29.193579,TFDOY7,,
TFDIT8,963.888042,TFDIT8,,
TFD749,23.563698,TFD749,,
TFDVJB,34.338508,TFDVJB,1.0,252.357557796223
TFEBF7,408.453508,TFEBF7,1.0,5850.96231552966
TFDSLF,42838.389977,TFDSLF,1.0,3573278.7627318
TFDGS7,31.149548,TFDGS7,2.0,88.3062278705225
TFDSH1,19.822804,TFDSH1,1.0,439.450229955492
TFDAO5,57.067964,TFDAO5,1.0,69.5990625832795
TFCZG2,556.119025,TFCZG2,2.0,705.974787081605
TFD555,162.015822,TFD555,,
TFCWM2,1087.727038,TFCWM2,4.0,1801.83212189356
TFDPQK,55.510966,TFDPQK,,
TFDQOE,486.607876,TFDQOE,4.0,4014.12046947607
TFDOH6,434.914591,TFDOH6,1.0,177.364946209903
TFEBTA,953.825359,TFEBTA,1.0,40060.8353496008
TFDQF6,33.782585,TFDQF6,,
TFECAU,52.398629,TFECAU,1.0,702.060995872072
TFDRFO,569.003089,TFDRFO,,
TFDCN3,24.316161,TFDCN3,,
TFDQ72,21.261493,TFDQ72,,
TFDISP,343.156511,TFDISP,,
TFDOUH,379.448234,TFDOUH,1.0,31.9955584272373
TFDJHZ,323.44642,TFDJHZ,,
TFDPWZ,931.523218,TFDPWZ,,
TFDTMO,20.667442,TFDTMO,2.0,152.339383298676
TFDTK3,256.067311,TFDTK3,4.0,32933.2792594402
TFDIDT,980.438184,TFDIDT,5.0,27657.8376291509
TFDSJJ,32.864355,TFDSJJ,1.0,80.3651413025221
TFDE41,854.463508,TFDE41,1.0,1563.12869282834
TFDO85,38.514736,TFDO85,3.0,172.438025374701
TFDVPD,27.468424,TFDVPD,2.0,193.015907190668
TFDQGO,237.485862,TFDQGO,,
TFDF95,1074.669158,TFDF95,1.0,459.901996050422
TFDCZV,430.26185,TFDCZV,,
TFDPNN,71.02708,TFDPNN,,
TFDNZ1,83.264868,TFDNZ1,4.0,316.315043791754
TFEBPU,2664.314907,TFEBPU,3.0,455157.61510985
TFCTMX,181.8595,TFCTMX,2.0,2064.95155455166
TFDGR5,105.289164,TFDGR5,,
TFDMIO,60.843769,TFDMIO,,
TFDVFN,209.878152,TFDVFN,3.0,218.02885852979
TFDVFX,93.48608,TFDVFX,1.0,3266.96889947569
TFCYLN,187.820604,TFCYLN,3.0,4850.38961181898
TFDRNZ,33.419264,TFDRNZ,,
TFDNVD,22.242609,TFDNVD,,
TFDU35,1093.383131,TFDU35,1.0,26824.0277433682
TFDOEH,95.846223,TFDOEH,,
TFEC43,72.288129,TFEC43,1.0,239.291969096729
TFEC03,688.428096,TFEC03,2.0,31783.6798120368
TFDUR4,56.161389,TFDUR4,1.0,623.562367240906
TFDJIH,1643.182317,TFDJIH,1.0,1157.61620340406
TFDQQG,181.521397,TFDQQG,1.0,191.670672832934
TFDITE,110.502432,TFDITE,,
TFD796,40.810885,TFD796,,
TFDVQV,5779.925533,TFDVQV,1.0,90654.2924033741
TFECMM,25.643529,TFECMM,1.0,342.639598629668
TFDUMU,366.733254,TFDUMU,2.0,6086.34469727423
TFDIRX,55.024693,TFDIRX,,
TFDSHA,574.913173,TFDSHA,,
TFDBKI,37.23131,TFDBKI,1.0,292.798665675611
TFD403,410.503493,TFD403,,
TFD830,141.070889,TFD830,,
TFCXVK,208.807812,TFCXVK,,
TFDQ03,117.704552,TFDQ03,1.0,5470.61411630976
TFDRAE,454.82829,TFDRAE,2.0,2513.52415499554
TFDPBV,114.710305,TFDPBV,,
TFEBWJ,47.312733,TFEBWJ,1.0,63.7472931271352
TFDQTU,32.104141,TFDQTU,1.0,63.7472931271352
TFECY7,769.398383,TFECY7,1.0,1234.13901907231
TFDRHF,25.32824,TFDRHF,,
TFDE12,213.689615,TFDE12,,
TFDQBB,53.395294,TFDQBB,1.0,162.222651970656
TFDJ02,28.951685,TFDJ02,1.0,36.4558510946002
TFDPXN,586.462095,TFDPXN,,
TFDJON,391.973826,TFDJON,1.0,728.242619559476
TFDQNJ,158.872015,TFDQNJ,,
TFDTNT,506.107283,TFDTNT,4.0,13261.0722709603
TFDUKH,86.29258,TFDUKH,5.0,3221.04596158853
TFDIPZ,81.515704,TFDIPZ,,
TFDU15,28.83899,TFDU15,2.0,540.75898866499
TFDEBV,393.684436,TFDEBV,1.0,1284.4339686221
TFDPFT,70.467905,TFDPFT,,
TFEBF4,21.286091,TFEBF4,1.0,132.820873539425
TFDQUK,24.062407,TFDQUK,2.0,167.052884086395
TFDFM2,621.844997,TFDFM2,,
TFDEHN,1472.113998,TFDEHN,,
TFDPQP,617.893846,TFDPQP,,
TFDOBB,1695.110446,TFDOBB,,
TFEC06,50.335937,TFEC06,1.0,52.1992969374597
TFCUOR,32.917493,TFCUOR,,
TFDGU9,2346.467754,TFDGU9,,
TFDOPT,11.128895,TFDOPT,,
TFDVJM,61.691861,TFDVJM,2.0,1200.91593429364
TFDVIR,383.400199,TFDVIR,1.0,402.586604696204
TFCYXS,1015.275694,TFCYXS,1.0,0.0042038573679197
TFDRSO,48.587657,TFDRSO,,
TFDOCD,279.32153,TFDOCD,,
TFDUSS,913.012309,TFDUSS,2.0,17867.8441444509
TFDOPF,30.138948,TFDOPF,,
TFECIL,50.218579,TFECIL,2.0,207.485584251048
TFEDGE,886.817164,TFEDGE,1.0,5904.50684682486
TFEBPC,196.592885,TFEBPC,1.0,13530.2074235118
TFDJMF,387.195319,TFDJMF,1.0,5132.33391777062
TFDRP5,596.175066,TFDRP5,,
TFDJJN,426.444016,TFDJJN,,
TFDAAQ,78.473405,TFDAAQ,,
TFEBWS,82.51191,TFEBWS,1.0,251.264554880564
TFECRP,567.972933,TFECRP,1.0,6605.26044305551
TFDVK3,287.34366,TFDVK3,1.0,2423.97778920148
TFDJDP,302.844661,TFDJDP,,
TFDTRS,1324.513754,TFDTRS,1.0,9354.99513969709
TFDDPD,146.943923,TFDDPD,1.0,2356.23262771745
TFDA94,279.836994,TFDA94,1.0,1102.2724211554
TFD909,14.242345,TFD909,,
TFCYA9,438.132836,TFCYA9,,
TFDQA3,556.190313,TFDQA3,1.0,1546.06103191459
TFDRE6,3088.341474,TFDRE6,3.0,3425.28616795155
TFDQAE,37.262818,TFDQAE,,
TFECTD,231.122005,TFECTD,1.0,717.165455395007
TFDQYJ,520.889941,TFDQYJ,1.0,4060.55207410474
TFECY8,29.754061,TFECY8,3.0,351.77037683279
TFDRXZ,1337.919645,TFDRXZ,1.0,593.853707221817
TFDECC,162.855817,TFDECC,,
TFDQFM,19.072779,TFDQFM,,
TFDJGW,508.495092,TFDJGW,1.0,0.0042038573679197
TFDQJS,1119.831188,TFDQJS,5.0,15067.3941125227
TFDN23,36.149144,TFDN23,,
TFDR31,55.01103,TFDR31,,
TFDUHQ,42.343703,TFDUHQ,1.0,132.577049812085
TFEBN9,480.332581,TFEBN9,3.0,22647.6930296362
TFDIR5,761.725237,TFDIR5,,
TFECHQ,44.111075,TFECHQ,2.0,215.271128096435
TFDEQZ,594.634268,TFDEQZ,1.0,76.1108376461873
TFDQX0,464.305536,TFDQX0,,
TFEBS7,778.879882,TFEBS7,2.0,49664.3667407467
TFDRGU,228.975703,TFDRGU,1.0,8386.92245729779
TFDGJ2,563.008766,TFDGJ2,1.0,252.895651539317
TFDF76,1277.749499,TFDF76,1.0,6531.03713736752
TFDQET,87.269006,TFDQET,,
TFDPFE,424.752586,TFDPFE,1.0,2002.89000822906
TFECTF,42.739216,TFECTF,1.0,132.434118661576
TFCVML,1646.935773,TFCVML,1.0,2091.30133253378
TFDHL5,1189.1088,TFDHL5,,
TFDOVB,209.820827,TFDOVB,2.0,537.845715509022
TFECIN,433.226944,TFECIN,1.0,10313.6890163086
TFDVMP,278.310538,TFDVMP,2.0,18024.9885367211
TFCZAS,208.379169,TFCZAS,3.0,6297.08406712805
TFDSCV,498.604474,TFDSCV,1.0,18247.3431644825
TFDOSO,1675.908979,TFDOSO,4.0,79048.304001308
TFDVDZ,33.695317,TFDVDZ,1.0,36.4558510946002
TFDPM9,106.226948,TFDPM9,,
TFEDKL,103.696549,TFEDKL,1.0,3701.51743174019
TFEDUV,35.432511,TFEDUV,2.0,533.183637687999
TFEBQ6,2188.538771,TFEBQ6,1.0,30169.894637925
TFDJTD,44.378304,TFDJTD,,
TFDRV0,44.805692,TFDRV0,,
TFDJSZ,5.459759,TFDJSZ,,
TFDAKV,396.084992,TFDAKV,1.0,2335.89016191409
TFECVM,140.87146,TFECVM,1.0,1019.9524861768
TFECZE,549.475161,TFECZE,1.0,6851.98483197872
TFEBO5,193.902631,TFEBO5,1.0,1185.21873088183
TFDN76,145.954532,TFDN76,2.0,252.214626645714
TFDTT6,660.178431,TFDTT6,1.0,842.322696952714
TFDDTY,516.990583,TFDDTY,,
TFDBM8,351.236486,TFDBM8,,
TFDB46,133.490774,TFDB46,,
TFCYCP,353.842878,TFCYCP,,
TFDQWW,106.87184,TFDQWW,1.0,401.32124362846
TFDRHQ,67.149606,TFDRHQ,,
TFDQK8,836.733815,TFDQK8,1.0,6601.4475444228
TFEDUA,37.866245,TFEDUA,1.0,75.7324904830745
TFDRCM,36.316623,TFDRCM,1.0,405.840390298974
TFEDET,97.058658,TFEDET,1.0,1909.15239663918
TFDSAL,464.440084,TFDSAL,4.0,11899.1485994753
TFDFBG,132.954796,TFDFBG,1.0,92.3209116568859
TFDQZZ,401.152995,TFDQZZ,,
TFDJLF,1124.230639,TFDJLF,,
TFDQUZ,22.142245,TFDQUZ,1.0,139.635326332823
TFDOMM,27.629011,TFDOMM,1.0,101.535767007366
TFDS38,154.214303,TFDS38,,
TFDVFL,212.477664,TFDVFL,1.0,3429.06963958268
TFDJQG,258.819209,TFDJQG,,
TFECJG,456.173474,TFECJG,3.0,17666.3028145181
TFDHLU,28.086577,TFDHLU,,
TFDRDR,73.077871,TFDRDR,1.0,1243.42533999804
TFECPW,1186.060027,TFECPW,1.0,10565.3235106375
TFDSAR,394.71072,TFDSAR,,
TFDGM0,253.724481,TFDGM0,1.0,439.525899388115
TFDF96,1904.098455,TFDF96,1.0,0.0042038573679197
TFDQZ5,55.01103,TFDQZ5,,
TFDQCC,420.207673,TFDQCC,1.0,1904.65426925551
TFCVYN,459.932363,TFCVYN,1.0,2086.37861555594
TFDIDL,72.312127,TFDIDL,1.0,152.238490721846
TFDPXB,492.224843,TFDPXB,,
TFED05,160.24894,TFED05,1.0,2687.26537615429
TFEBXP,200.769922,TFEBXP,1.0,3260.71355971223
TFCZQG,106.609675,TFCZQG,1.0,22.5957333525687
TFDSDN,2932.924087,TFDSDN,2.0,14691.2371590987
TFDOSP,1198.261312,TFDOSP,1.0,5459.20484741322
TFDVRQ,384.784033,TFDVRQ,1.0,883.886234749337
TFDQMQ,276.299818,TFDQMQ,,
TFEDYB,60.106752,TFEDYB,1.0,60.1067526465167
TFEBZH,165.289365,TFEBZH,,
TFDNI8,855.872588,TFDNI8,,
TFDSA7,1025.059778,TFDSA7,1.0,2350.38085826131
TFDNRQ,26.23156,TFDNRQ,1.0,63.7472931271352
TFDAO7,30.119173,TFDAO7,1.0,251.626086614205
TFEDB3,28.82645,TFEDB3,1.0,201.831396091196
TFEDEU,668.906573,TFEDEU,1.0,42512.5585974305
TFDNKE,1531.305492,TFDNKE,2.0,901.063195954657
TFDU64,33.511282,TFDU64,1.0,36.4558510946002
TFDEBT,940.864716,TFDEBT,1.0,4051.44651904583
TFDBT7,1204.140831,TFDBT7,,
TFDBJH,699.163262,TFDBJH,1.0,3837.13807428665
TFCYR3,36.910837,TFCYR3,,
TFDRN9,56.871767,TFDRN9,,
TFDUEW,622.965804,TFDUEW,3.0,69951.5181888633
TFDQN2,228.46221,TFDQN2,1.0,213.261684274569
TFEE25,36.06279,TFEE25,1.0,72.1255808613993
TFDRDS,273.335651,TFDRDS,,
TFEDHO,60.411532,TFEDHO,1.0,60.7163119648651
TFDSLI,274.589704,TFDSLI,1.0,10079.5972187759
TFDIEU,33.224377,TFDIEU,,
TFDRED,240.417084,TFDRED,1.0,2075.50323654514
TFDJPV,187.02599,TFDJPV,,
TFDRFS,288.275511,TFDRFS,1.0,3664.80934920351
TFDOVP,320.686866,TFDOVP,1.0,10040.1314058059
TFDTS5,1466.611385,TFDTS5,2.0,8765.10566997322
TFDVSQ,165.241021,TFDVSQ,1.0,4993.39643176087
TFDPIO,1149.412242,TFDPIO,1.0,11787.8851065186
TFECKS,433.226944,TFECKS,1.0,13967.1101159024
TFDHMD,1218.157754,TFDHMD,,
TFDRKS,881.313809,TFDRKS,1.0,8984.72358658808
TFECQ5,899.517017,TFECQ5,1.0,16764.6048361009
TFDSHT,528.452196,TFDSHT,1.0,1155.10229669805
TFDH34,2087.952699,TFDH34,,
TFDFIC,78.797587,TFDFIC,,
TFDRTC,256.228032,TFDRTC,2.0,94602.5426317522
TFDQOT,7854.448716,TFDQOT,,
TFCXBC,1636.66033,TFCXBC,3.0,4800.80931802173
TFDIEO,1145.535732,TFDIEO,1.0,9418.89797554684
TFDQQD,22.138647,TFDQQD,1.0,19.8758376355246
TFEE35,1681.542947,TFEE35,1.0,1681.5429471679
TFCZR8,451.832065,TFCZR8,,
TFDSLE,826.825816,TFDSLE,1.0,23124.9275296146
TFDOW4,66.476631,TFDOW4,,
TFEC34,767.027407,TFEC34,1.0,5412.33183776092
TFDRD6,526.424535,TFDRD6,,
TFECUY,294.268614,TFECUY,1.0,8030.07382076455
TFDO46,27.787012,TFDO46,1.0,58.8750224377162
TFDSP8,56.701387,TFDSP8,1.0,628.615403797145
TFDNRT,93.771226,TFDNRT,4.0,255.308665668503
TFDAZW,70.933495,TFDAZW,,
TFEDYH,25.223144,TFEDYH,1.0,336.333812577788
TFDOCL,144.999771,TFDOCL,,
TFDUDC,89.215155,TFDUDC,2.0,2234.64866492247
TFDFEV,166.448983,TFDFEV,,
TFDEJJ,77.330372,TFDEJJ,,
TFDCA2,120.128781,TFDCA2,,
TFD505,1073.306534,TFD505,2.0,1208.5207122722
TFDSGE,30.88173,TFDSGE,5.0,2107.77624955866
TFDUQK,21.362163,TFDUQK,1.0,89.1806302030498
TFDQZO,55.01103,TFDQZO,,
TFDRJJ,877.18456,TFDRJJ,7.0,5089.61852305519
TFDSM6,945.667406,TFDSM6,1.0,3499.87100537318
TFDMX1,416.075882,TFDMX1,1.0,2335.68837676043
TFDS88,443.402301,TFDS88,3.0,2035.42786425676
TFDMXR,38.208041,TFDMXR,,
TFDRG1,686.599768,TFDRG1,2.0,0.0084077147358395
TFDPWX,546.425694,TFDPWX,3.0,3142.24465522688
TFDUAU,527.57756,TFDUAU,1.0,552.008510981544
TFEBRB,128.023221,TFEBRB,1.0,2656.06014291222
TFDQIQ,275.423961,TFDQIQ,1.0,6244.06501800384
TFECQJ,54.853799,TFECQJ,1.0,708.904875667045
TFDHVG,33.027928,TFDHVG,,
TFDSQX,36.426839,TFDSQX,3.0,703.460880375589
TFEDKX,53.715954,TFEDKX,1.0,483.489839741819
TFDSNV,86.701405,TFDSNV,1.0,1158.43595559081
TFDIHU,151.504367,TFDIHU,,
TFDGFX,148.26218,TFDGFX,,
TFDRVH,95.296541,TFDRVH,,
TFDRBX,464.734214,TFDRBX,2.0,2543.51026960091
TFCYIX,1033.009511,TFCYIX,,
TFDIZ9,135.63487,TFDIZ9,,
TFDRGV,264.173549,TFDRGV,,
TFD156,910.121307,TFD156,,
TFDSSW,37.301818,TFDSSW,1.0,587.005623569476
TFDQ69,195.625725,TFDQ69,7.0,28796.0067883709
TFEC85,409.757544,TFEC85,1.0,6619.83101269272
TFDRFV,1595.155089,TFDRFV,4.0,7494.85971996785
TFECYG,955.604041,TFECYG,1.0,2673.3085696928
TFDOH1,29.281267,TFDOH1,1.0,36.4558510946002
TFDUGO,196.453611,TFDUGO,1.0,2981.32099518291
TFDPV1,203.779477,TFDPV1,5.0,2785.11856410736
TFDB73,106.595927,TFDB73,,
TFDPPC,126.574782,TFDPPC,5.0,17357.5883448475
TFDVB4,576.851626,TFDVB4,1.0,12063.5236264183
TFDFSZ,641.315655,TFDFSZ,,
TFDGWN,35.41116,TFDGWN,,
TFDFU2,43148.583137,TFDFU2,,
TFDA48,445.21075,TFDA48,,
TFDSGL,319.860749,TFDSGL,1.0,5391.64465565338
TFDVKG,50.968167,TFDVKG,1.0,63.7472931271352
TFDRA5,78.650614,TFDRA5,,
TFDSHL,319.330158,TFDSHL,3.0,1246.50256359136
TFDU93,2935.186751,TFDU93,3.0,40840.0287204595
TFDNGM,30.277631,TFDNGM,,
TFDTL9,33.474475,TFDTL9,1.0,36.4558510946002
TFDNMT,185.083528,TFDNMT,1.0,177.381761639374
TFDSHW,154.875552,TFDSHW,2.0,13127.864642543
TFDQC4,77.83403,TFDQC4,,
TFDVH0,41.891671,TFDVH0,1.0,683.942370616337
TFEBVQ,367.99963,TFEBVQ,1.0,8941.78118357478
TFDRMH,289.09151,TFDRMH,,
TFECWT,510.710867,TFECWT,1.0,785.520176197383
TFDIDJ,1658.779059,TFDIDJ,,
TFDUUO,1031.911391,TFDUUO,2.0,29022.939416806
TFDTJY,42.77665,TFDTJY,3.0,878.862625194673
TFDIMR,57.535608,TFDIMR,,
TFDHXT,47.9022,TFDHXT,,
TFDTJN,35.13689,TFDTJN,1.0,642.782403127035
TFDRFG,615.816459,TFDRFG,,
TFCZFM,135.439876,TFCZFM,,
TFDORK,231.183929,TFDORK,,
TFDRIU,374.960679,TFDRIU,,
TFDAL0,38.13513,TFDAL0,,
TFDVC9,37.143518,TFDVC9,2.0,674.164198378556
TFDQLY,22.697195,TFDQLY,1.0,249.91932052283
TFEDB7,54.362707,TFEDB7,3.0,218.545932986045
TFDRLU,169.003473,TFDRLU,,
TFEDI2,254.19128,TFEDI2,1.0,33206.7864236544
TFDOSH,782.912246,TFDOSH,,
TFDUHB,52.998963,TFDUHB,1.0,63.7472931271352
TFDPWS,14.074801,TFDPWS,,
TFDBE3,277.430723,TFDBE3,,
TFDQWP,857.549429,TFDQWP,6.0,15674.6118823172
TFDVM0,777.235214,TFDVM0,1.0,6645.18447647864
TFDGHO,178.307839,TFDGHO,,
TFDH21,659.945319,TFDH21,,
TFDHOO,371.456825,TFDHOO,,
TFDAES,44.117542,TFDAES,,
TFDSIP,798.629324,TFDSIP,1.0,15907.8713160909
TFDVKH,2169.303205,TFDVKH,1.0,2250.59389591899
TFDRCQ,574.576599,TFDRCQ,3.0,6119.23147346346
TFDTZU,1334.237066,TFDTZU,1.0,19123.3009242359
TFDUE9,42.358592,TFDUE9,1.0,133.796168448782
TFDNTR,736.06244,TFDNTR,4.0,93762.3639020571
TFDTS2,358.378469,TFDTS2,1.0,7487.40628085453
TFDQD7,1776.78871,TFDQD7,10.0,147513.334021018
TFDSM8,337.737471,TFDSM8,2.0,17228.4836812214
TFDR46,657.256546,TFDR46,1.0,285.673127436987
TFDVKM,781.331932,TFDVKM,1.0,5572.2844067529
TFEC61,433.385745,TFEC61,1.0,578.093445949486
TFDSKA,430.403347,TFDSKA,1.0,27100.3136573026
TFED07,703.757252,TFED07,2.0,35037.6209575293
TFDIG7,237.085725,TFDIG7,1.0,885.958736431721
TFDVQ7,752.21075,TFDVQ7,1.0,5847.1704361838
TFDUHZ,31.88088,TFDUHZ,2.0,370.864296997881
TFDIUN,27.657871,TFDIUN,,
TFDIC2,132.651425,TFDIC2,,
TFDUBB,567.956849,TFDUBB,5.0,26220.4126793381
TFDRJK,962.424961,TFDRJK,,
TFDAMI,86.261212,TFDAMI,,
TFDPE1,120.174388,TFDPE1,,
TFDUGE,83.537185,TFDUGE,2.0,3277.16745745026
TFDDCS,600.261411,TFDDCS,,
TFDVHX,511.947053,TFDVHX,5.0,86574.2386349396
TFDR35,89.136866,TFDR35,,
TFEDU2,383.864725,TFEDU2,1.0,5029.47393569236
TFDS95,382.750269,TFDS95,1.0,3393.30742495378
TFEDZU,1698.263369,TFEDZU,1.0,13570.1861070808
TFDPSO,1356.929653,TFDPSO,1.0,2159.9251002077
TFDVE2,389.71139,TFDVE2,4.0,10853.4432830626
TFDQ51,483.554574,TFDQ51,1.0,1719.37766347918
TFDCX5,376.922709,TFDCX5,1.0,199.426789676745
TFDSHG,537.76616,TFDSHG,4.0,26027.2790641411
TFDVRK,870.244717,TFDVRK,1.0,906.406298669283
TFDGJN,497.340831,TFDGJN,,
TFDHGW,257.264429,TFDHGW,,
TFDI69,16.052752,TFDI69,,
TFDAI9,730.167635,TFDAI9,,
TFDSLK,864.977844,TFDSLK,2.0,6819.02659021423
TFECV2,976.316796,TFECV2,1.0,7984.23496002475
TFDRZX,1077.332459,TFDRZX,4.0,3291.39751464067
TFDUJK,329.96129,TFDUJK,1.0,5399.13592948302
TFDUNQ,2853.555591,TFDUNQ,1.0,20996.1151777868
TFDNYI,425.127154,TFDNYI,1.0,89.2436880635686
TFDUBN,53.709742,TFDUBN,1.0,63.7472931271352
TFDQH4,531.159793,TFDQH4,3.0,2608.07731491479
TFDTIP,905.088169,TFDTIP,3.0,21835.2765739989
TFDR60,30.717909,TFDR60,,
TFEDM0,153.686719,TFEDM0,1.0,3207.74075301907
TFECAD,47.312733,TFECAD,1.0,63.7472931271352
TFDTP2,309.778558,TFDTP2,1.0,12009.3821473769
TFEDH5,1690.467175,TFEDH5,1.0,26275.3276681352
TFDNHE,2015.200103,TFDNHE,,
TFDVTD,452.705692,TFDVTD,1.0,578.093445949486
TFEBU3,121.699568,TFEBU3,1.0,254.30394375757
TFDJJI,147.0421,TFDJJI,3.0,4058.71498843496
TFDIUJ,418.210602,TFDIUJ,1.0,148.740881391737
TFDUTV,264.236457,TFDUTV,1.0,275.48297717715
TFDRK0,179.257975,TFDRK0,,
TFDDJ5,38.489547,TFDDJ5,,
TFDQDF,195.359933,TFDQDF,2.0,4419.12849601619
TFDUMF,274.084669,TFDUMF,1.0,29137.0405134861
TFDDKL,252.533634,TFDDKL,,
TFDVJ7,802.498117,TFDVJ7,2.0,45524.4248202488
TFDR55,33.00513,TFDR55,,
TFEDZC,612.674376,TFEDZC,1.0,612.678580515362
TFDSB5,559.431355,TFDSB5,2.0,8283.66731262694
TFDQTV,32.104141,TFDQTV,1.0,63.7472931271352
TFDVQI,36.081436,TFDVQI,2.0,1246.50676744873
TFDQR3,35.610875,TFDQR3,,
TFDDR1,465.320509,TFDDR1,,
TFDSZ4,1251.13101,TFDSZ4,2.0,13570.6863661075
TFEBUG,484.877112,TFEBUG,1.0,15206.4955489698
TFDJIX,934.349038,TFDJIX,,
TFDHNL,877.837228,TFDHNL,1.0,6893.07333389277
TFDJAH,394.386763,TFDJAH,1.0,2124.79766804136
TFDAIJ,469.040275,TFDAIJ,1.0,2397.25807177098
TFDTJE,1684.478335,TFDTJE,1.0,22280.7803585642
TFED25,30.023701,TFED25,2.0,286.791353496854
TFDS73,91.828909,TFDS73,,
TFDUK4,42.301314,TFDUK4,1.0,132.442526376312
TFDVJT,166.453133,TFDVJT,1.0,3533.43460259865
TFDOBC,884.326346,TFDOBC,1.0,219.084026729138
TFDUGN,1117.218589,TFDUGN,1.0,10199.1296991754
TFDQJG,69.213116,TFDQJG,,
TFDTRO,61.807785,TFDTRO,4.0,1942.79586715465
TFDRCS,189.693113,TFDRCS,,
TFEDA8,503.318383,TFEDA8,1.0,1055.50871179466
TFDTW7,53.709742,TFDTW7,1.0,63.7472931271352
TFEDW4,63.05786,TFEDW4,1.0,315.289302593982
TFDNQK,107.149179,TFDNQK,5.0,9807.46891977839
TFEBO1,125.413804,TFEBO1,2.0,2316.85929960951
TFEBUH,240.934742,TFEBUH,1.0,578.467589255231
TFDN89,78.101773,TFDN89,1.0,889.750615777585
TFDK20,1490.547553,TFDK20,2.0,8547.63172061599
TFDVCE,3369.967166,TFDVCE,3.0,83217.0507524909
TFDRLC,54.243212,TFDRLC,1.0,64.3820755896911
TFDEUW,533.613632,TFDEUW,,
TFDQW1,91.919604,TFDQW1,,
TFDUQD,1354.191228,TFDUQD,1.0,71857.3663536113
TFDDMG,18.680689,TFDDMG,,
TFEBO2,486.277522,TFEBO2,1.0,14029.4743399555
TFDTH9,1940.579154,TFDTH9,1.0,53843.1817303257
TFDSE0,75.669432,TFDSE0,1.0,6474.39436319217
TFDR03,54.584096,TFDR03,,
TFEBO7,201.103528,TFEBO7,2.0,695.696355817041
TFDQTE,727.835745,TFDQTE,,
TFDE26,185.713052,TFDE26,3.0,526.940909496638
TFDTJV,452.717003,TFDTJV,1.0,6238.42764527346
TFEBY3,123.767866,TFEBY3,1.0,129.327468066684
TFDKC9,124.998767,TFDKC9,,
TFDHR5,378.359521,TFDHR5,3.0,12077.6107524582
TFDJFT,1138.300079,TFDJFT,,
TFDAPJ,183.703626,TFDAPJ,,
TFDTUI,120.997758,TFDTUI,1.0,127.490382396903
TFED36,49.395324,TFED36,1.0,197.606519436436
TFDUGY,35.954956,TFDUGY,2.0,627.4551391636
TFDVLK,415.761493,TFDVLK,1.0,492.822403098601
TFDVNY,490.715219,TFDVNY,1.0,5454.78238946217
TFDOSE,92.170809,TFDOSE,1.0,63.7472931271352
TFDULJ,162.73342,TFDULJ,1.0,5673.58055389029
TFDQNV,33.518755,TFDQNV,1.0,34.2698452632819
TFDUZ8,53.283236,TFDUZ8,3.0,1939.53367383714
TFDRHZ,248.223304,TFDRHZ,,
TFEDGG,774.535963,TFEDGG,1.0,8961.87141793607
TFDUCT,426.489136,TFDUCT,1.0,11806.0625857774
TFDOFG,298.167622,TFDOFG,3.0,24759.7698252822
TFEBO4,32.241016,TFEBO4,2.0,291.348334883679
TFEBWE,1215.871577,TFEBWE,1.0,1661.26774308243
TFDNCN,30.818653,TFDNCN,,
TFDN31,36.149144,TFDN31,,
TFDVHQ,33.695317,TFDVHQ,1.0,36.4558510946002
TFDRR1,33.605985,TFDRR1,,
TFDH20,400.874347,TFDH20,,
